Region/Country/Area,,Year,Series,Value
144,Sri Lanka,2019,Emissions per capita (Kilograms of carbon dioxide),0.9
144,Sri Lanka,2020,Emissions per capita (Kilograms of carbon dioxide),0.9
144,Sri Lanka,2021,Emissions per capita (Kilograms of carbon dioxide),1
275,State of Palestine,2005,Emissions (thousand metric tons of carbon dioxide),"2,807"
275,State of Palestine,2010,Emissions (thousand metric tons of carbon dioxide),"2,073"
275,State of Palestine,2015,Emissions (thousand metric tons of carbon dioxide),"3,058"
275,State of Palestine,2019,Emissions (thousand metric tons of carbon dioxide),"3,328"
275,State of Palestine,2020,Emissions (thousand metric tons of carbon dioxide),"3,388"
275,State of Palestine,2021,Emissions (thousand metric tons of carbon dioxide),"3,703"
275,State of Palestine,2005,Emissions per capita (Kilograms of carbon dioxide),0.8
275,State of Palestine,2010,Emissions per capita (Kilograms of carbon dioxide),0.5
275,State of Palestine,2015,Emissions per capita (Kilograms of carbon dioxide),0.7
275,State of Palestine,2019,Emissions per capita (Kilograms of carbon dioxide),0.7
275,State of Palestine,2020,Emissions per capita (Kilograms of carbon dioxide),0.7
275,State of Palestine,2021,Emissions per capita (Kilograms of carbon dioxide),0.7
729,Sudan,2015,Emissions (thousand metric tons of carbon dioxide),"11,994"
729,Sudan,2019,Emissions (thousand metric tons of carbon dioxide),"19,871"
729,Sudan,2020,Emissions (thousand metric tons of carbon dioxide),"19,460"
729,Sudan,2021,Emissions (thousand metric tons of carbon dioxide),"20,557"
729,Sudan,2015,Emissions per capita (Kilograms of carbon dioxide),0.3
729,Sudan,2019,Emissions per capita (Kilograms of carbon dioxide),0.5
729,Sudan,2020,Emissions per capita (Kilograms of carbon dioxide),0.4
729,Sudan,2021,Emissions per capita (Kilograms of carbon dioxide),0.5
736,Sudan [former],1975,Emissions (thousand metric tons of carbon dioxide),"4,183"
736,Sudan [former],1985,Emissions (thousand metric tons of carbon dioxide),"4,063"
736,Sudan [former],2005,Emissions (thousand metric tons of carbon dioxide),"10,967"
736,Sudan [former],2010,Emissions (thousand metric tons of carbon dioxide),"15,160"
736,Sudan [former],1975,Emissions per capita (Kilograms of carbon dioxide),0.2
736,Sudan [former],1985,Emissions per capita (Kilograms of carbon dioxide),0.2
736,Sudan [former],2005,Emissions per capita (Kilograms of carbon dioxide),0.3
736,Sudan [former],2010,Emissions per capita (Kilograms of carbon dioxide),0.3
740,Suriname,1975,Emissions (thousand metric tons of carbon dioxide),"2,030"
740,Suriname,1985,Emissions (thousand metric tons of carbon dioxide),"1,605"
740,Suriname,2005,Emissions (thousand metric tons of carbon dioxide),"1,568"
740,Suriname,2010,Emissions (thousand metric tons of carbon dioxide),"2,378"
740,Suriname,2015,Emissions (thousand metric tons of carbon dioxide),"2,713"
740,Suriname,2019,Emissions (thousand metric tons of carbon dioxide),"2,628"
740,Suriname,2020,Emissions (thousand metric tons of carbon dioxide),"2,927"
740,Suriname,2021,Emissions (thousand metric tons of carbon dioxide),"2,648"
740,Suriname,1975,Emissions per capita (Kilograms of carbon dioxide),5.6
740,Suriname,1985,Emissions per capita (Kilograms of carbon dioxide),4.3
740,Suriname,2005,Emissions per capita (Kilograms of carbon dioxide),3
740,Suriname,2010,Emissions per capita (Kilograms of carbon dioxide),4.4
740,Suriname,2015,Emissions per capita (Kilograms of carbon dioxide),4.7
740,Suriname,2019,Emissions per capita (Kilograms of carbon dioxide),4.4
740,Suriname,2020,Emissions per capita (Kilograms of carbon dioxide),4.8
740,Suriname,2021,Emissions per capita (Kilograms of carbon dioxide),4.3
752,Sweden,1975,Emissions (thousand metric tons of carbon dioxide),"80,820"
752,Sweden,1985,Emissions (thousand metric tons of carbon dioxide),"62,110"
752,Sweden,2005,Emissions (thousand metric tons of carbon dioxide),"47,663"
752,Sweden,2010,Emissions (thousand metric tons of carbon dioxide),"48,788"
752,Sweden,2015,Emissions (thousand metric tons of carbon dioxide),"30,869"
752,Sweden,2019,Emissions (thousand metric tons of carbon dioxide),"32,845"
752,Sweden,2020,Emissions (thousand metric tons of carbon dioxide),"28,715"
752,Sweden,2021,Emissions (thousand metric tons of carbon dioxide),"30,982"
752,Sweden,1975,Emissions per capita (Kilograms of carbon dioxide),9.9
752,Sweden,1985,Emissions per capita (Kilograms of carbon dioxide),7.4
752,Sweden,2005,Emissions per capita (Kilograms of carbon dioxide),5.3
752,Sweden,2010,Emissions per capita (Kilograms of carbon dioxide),5.2
752,Sweden,2015,Emissions per capita (Kilograms of carbon dioxide),3.1
752,Sweden,2019,Emissions per capita (Kilograms of carbon dioxide),3.2
752,Sweden,2020,Emissions per capita (Kilograms of carbon dioxide),2.8
752,Sweden,2021,Emissions per capita (Kilograms of carbon dioxide),3
756,Switzerland,1975,Emissions (thousand metric tons of carbon dioxide),"38,044"
756,Switzerland,1985,Emissions (thousand metric tons of carbon dioxide),"38,450"
756,Switzerland,2005,Emissions (thousand metric tons of carbon dioxide),"40,543"
756,Switzerland,2010,Emissions (thousand metric tons of carbon dioxide),"37,803"
756,Switzerland,2015,Emissions (thousand metric tons of carbon dioxide),"34,346"
756,Switzerland,2019,Emissions (thousand metric tons of carbon dioxide),"32,602"
756,Switzerland,2020,Emissions (thousand metric tons of carbon dioxide),"30,461"
756,Switzerland,2021,Emissions (thousand metric tons of carbon dioxide),"30,359"
756,Switzerland,1975,Emissions per capita (Kilograms of carbon dioxide),6
756,Switzerland,1985,Emissions per capita (Kilograms of carbon dioxide),5.9
756,Switzerland,2005,Emissions per capita (Kilograms of carbon dioxide),5.5
756,Switzerland,2010,Emissions per capita (Kilograms of carbon dioxide),4.8
756,Switzerland,2015,Emissions per capita (Kilograms of carbon dioxide),4.1
756,Switzerland,2019,Emissions per capita (Kilograms of carbon dioxide),3.8
756,Switzerland,2020,Emissions per capita (Kilograms of carbon dioxide),3.5
756,Switzerland,2021,Emissions per capita (Kilograms of carbon dioxide),3.5
760,Syrian Arab Republic,1975,Emissions (thousand metric tons of carbon dioxide),"10,442"
760,Syrian Arab Republic,1985,Emissions (thousand metric tons of carbon dioxide),"26,945"
760,Syrian Arab Republic,2005,Emissions (thousand metric tons of carbon dioxide),"44,273"
760,Syrian Arab Republic,2010,Emissions (thousand metric tons of carbon dioxide),"55,681"
760,Syrian Arab Republic,2015,Emissions (thousand metric tons of carbon dioxide),"26,297"
760,Syrian Arab Republic,2019,Emissions (thousand metric tons of carbon dioxide),"24,332"
760,Syrian Arab Republic,2020,Emissions (thousand metric tons of carbon dioxide),"23,136"
760,Syrian Arab Republic,2021,Emissions (thousand metric tons of carbon dioxide),"22,669"
760,Syrian Arab Republic,1975,Emissions per capita (Kilograms of carbon dioxide),1.4
760,Syrian Arab Republic,1985,Emissions per capita (Kilograms of carbon dioxide),2.5
760,Syrian Arab Republic,2005,Emissions per capita (Kilograms of carbon dioxide),2.4
760,Syrian Arab Republic,2010,Emissions per capita (Kilograms of carbon dioxide),2.5
760,Syrian Arab Republic,2015,Emissions per capita (Kilograms of carbon dioxide),1.4
760,Syrian Arab Republic,2019,Emissions per capita (Kilograms of carbon dioxide),1.2
760,Syrian Arab Republic,2020,Emissions per capita (Kilograms of carbon dioxide),1.1
760,Syrian Arab Republic,2021,Emissions per capita (Kilograms of carbon dioxide),1.1
762,Tajikistan,2005,Emissions (thousand metric tons of carbon dioxide),"2,370"
762,Tajikistan,2010,Emissions (thousand metric tons of carbon dioxide),"2,436"
762,Tajikistan,2015,Emissions (thousand metric tons of carbon dioxide),"4,693"
762,Tajikistan,2019,Emissions (thousand metric tons of carbon dioxide),"6,799"
762,Tajikistan,2020,Emissions (thousand metric tons of carbon dioxide),"7,509"
762,Tajikistan,2021,Emissions (thousand metric tons of carbon dioxide),"7,457"
762,Tajikistan,2005,Emissions per capita (Kilograms of carbon dioxide),0.3
762,Tajikistan,2010,Emissions per capita (Kilograms of carbon dioxide),0.3
762,Tajikistan,2015,Emissions per capita (Kilograms of carbon dioxide),0.6
762,Tajikistan,2019,Emissions per capita (Kilograms of carbon dioxide),0.7
762,Tajikistan,2020,Emissions per capita (Kilograms of carbon dioxide),0.8
762,Tajikistan,2021,Emissions per capita (Kilograms of carbon dioxide),0.8
764,Thailand,1975,Emissions (thousand metric tons of carbon dioxide),"22,670"
764,Thailand,1985,Emissions (thousand metric tons of carbon dioxide),"45,446"
764,Thailand,2005,Emissions (thousand metric tons of carbon dioxide),"201,284"
764,Thailand,2010,Emissions (thousand metric tons of carbon dioxide),"229,149"
764,Thailand,2015,Emissions (thousand metric tons of carbon dioxide),"252,555"
764,Thailand,2019,Emissions (thousand metric tons of carbon dioxide),"248,099"
764,Thailand,2020,Emissions (thousand metric tons of carbon dioxide),"248,272"
764,Thailand,2021,Emissions (thousand metric tons of carbon dioxide),"237,442"
764,Thailand,1975,Emissions per capita (Kilograms of carbon dioxide),0.5
764,Thailand,1985,Emissions per capita (Kilograms of carbon dioxide),0.9
764,Thailand,2005,Emissions per capita (Kilograms of carbon dioxide),3.1
764,Thailand,2010,Emissions per capita (Kilograms of carbon dioxide),3.4
764,Thailand,2015,Emissions per capita (Kilograms of carbon dioxide),3.6
764,Thailand,2019,Emissions per capita (Kilograms of carbon dioxide),3.5
764,Thailand,2020,Emissions per capita (Kilograms of carbon dioxide),3.5
764,Thailand,2021,Emissions per capita (Kilograms of carbon dioxide),3.3
626,Timor-Leste,2005,Emissions (thousand metric tons of carbon dioxide),180
626,Timor-Leste,2010,Emissions (thousand metric tons of carbon dioxide),243
626,Timor-Leste,2015,Emissions (thousand metric tons of carbon dioxide),443
626,Timor-Leste,2019,Emissions (thousand metric tons of carbon dioxide),624
626,Timor-Leste,2020,Emissions (thousand metric tons of carbon dioxide),605
626,Timor-Leste,2021,Emissions (thousand metric tons of carbon dioxide),592
626,Timor-Leste,2005,Emissions per capita (Kilograms of carbon dioxide),0.2
626,Timor-Leste,2010,Emissions per capita (Kilograms of carbon dioxide),0.2
626,Timor-Leste,2015,Emissions per capita (Kilograms of carbon dioxide),0.4
626,Timor-Leste,2019,Emissions per capita (Kilograms of carbon dioxide),0.5
626,Timor-Leste,2020,Emissions per capita (Kilograms of carbon dioxide),0.5
626,Timor-Leste,2021,Emissions per capita (Kilograms of carbon dioxide),0.4
768,Togo,1975,Emissions (thousand metric tons of carbon dioxide),315
768,Togo,1985,Emissions (thousand metric tons of carbon dioxide),411
768,Togo,2005,Emissions (thousand metric tons of carbon dioxide),957
768,Togo,2010,Emissions (thousand metric tons of carbon dioxide),"2,091"
768,Togo,2015,Emissions (thousand metric tons of carbon dioxide),"1,073"
768,Togo,2019,Emissions (thousand metric tons of carbon dioxide),"1,426"
768,Togo,2020,Emissions (thousand metric tons of carbon dioxide),"1,601"
768,Togo,2021,Emissions (thousand metric tons of carbon dioxide),"1,784"
768,Togo,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
768,Togo,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
768,Togo,2005,Emissions per capita (Kilograms of carbon dioxide),0.2
768,Togo,2010,Emissions per capita (Kilograms of carbon dioxide),0.3
768,Togo,2015,Emissions per capita (Kilograms of carbon dioxide),0.1
768,Togo,2019,Emissions per capita (Kilograms of carbon dioxide),0.2
768,Togo,2020,Emissions per capita (Kilograms of carbon dioxide),0.2
768,Togo,2021,Emissions per capita (Kilograms of carbon dioxide),0.2
776,Tonga,1975,Emissions (thousand metric tons of carbon dioxide),34
776,Tonga,1985,Emissions (thousand metric tons of carbon dioxide),47
776,Tonga,2005,Emissions (thousand metric tons of carbon dioxide),115
776,Tonga,2010,Emissions (thousand metric tons of carbon dioxide),116
776,Tonga,2015,Emissions (thousand metric tons of carbon dioxide),115
776,Tonga,2019,Emissions (thousand metric tons of carbon dioxide),161
776,Tonga,2020,Emissions (thousand metric tons of carbon dioxide),190
776,Tonga,2021,Emissions (thousand metric tons of carbon dioxide),192
776,Tonga,1975,Emissions per capita (Kilograms of carbon dioxide),0.4
776,Tonga,1985,Emissions per capita (Kilograms of carbon dioxide),0.5
776,Tonga,2005,Emissions per capita (Kilograms of carbon dioxide),1.1
776,Tonga,2010,Emissions per capita (Kilograms of carbon dioxide),1.1
776,Tonga,2015,Emissions per capita (Kilograms of carbon dioxide),1.1
776,Tonga,2019,Emissions per capita (Kilograms of carbon dioxide),1.5
776,Tonga,2020,Emissions per capita (Kilograms of carbon dioxide),1.8
776,Tonga,2021,Emissions per capita (Kilograms of carbon dioxide),1.8
780,Trinidad and Tobago,1975,Emissions (thousand metric tons of carbon dioxide),"5,438"
780,Trinidad and Tobago,1985,Emissions (thousand metric tons of carbon dioxide),"13,000"
780,Trinidad and Tobago,2005,Emissions (thousand metric tons of carbon dioxide),"18,301"
780,Trinidad and Tobago,2010,Emissions (thousand metric tons of carbon dioxide),"23,222"
780,Trinidad and Tobago,2015,Emissions (thousand metric tons of carbon dioxide),"22,947"
780,Trinidad and Tobago,2019,Emissions (thousand metric tons of carbon dioxide),"18,210"
780,Trinidad and Tobago,2020,Emissions (thousand metric tons of carbon dioxide),"15,530"
780,Trinidad and Tobago,2021,Emissions (thousand metric tons of carbon dioxide),"14,894"
780,Trinidad and Tobago,1975,Emissions per capita (Kilograms of carbon dioxide),5.4
780,Trinidad and Tobago,1985,Emissions per capita (Kilograms of carbon dioxide),11.1
780,Trinidad and Tobago,2005,Emissions per capita (Kilograms of carbon dioxide),13.4
780,Trinidad and Tobago,2010,Emissions per capita (Kilograms of carbon dioxide),16.5
780,Trinidad and Tobago,2015,Emissions per capita (Kilograms of carbon dioxide),15.7
780,Trinidad and Tobago,2019,Emissions per capita (Kilograms of carbon dioxide),12
780,Trinidad and Tobago,2020,Emissions per capita (Kilograms of carbon dioxide),10.2
780,Trinidad and Tobago,2021,Emissions per capita (Kilograms of carbon dioxide),9.8
788,Tunisia,1975,Emissions (thousand metric tons of carbon dioxide),"5,335"
788,Tunisia,1985,Emissions (thousand metric tons of carbon dioxide),"10,539"
788,Tunisia,2005,Emissions (thousand metric tons of carbon dioxide),"18,888"
788,Tunisia,2010,Emissions (thousand metric tons of carbon dioxide),"23,686"
788,Tunisia,2015,Emissions (thousand metric tons of carbon dioxide),"26,029"
788,Tunisia,2019,Emissions (thousand metric tons of carbon dioxide),"26,276"
788,Tunisia,2020,Emissions (thousand metric tons of carbon dioxide),"24,992"
788,Tunisia,2021,Emissions (thousand metric tons of carbon dioxide),"26,900"
788,Tunisia,1975,Emissions per capita (Kilograms of carbon dioxide),0.9
788,Tunisia,1985,Emissions per capita (Kilograms of carbon dioxide),1.4
788,Tunisia,2005,Emissions per capita (Kilograms of carbon dioxide),1.8
788,Tunisia,2010,Emissions per capita (Kilograms of carbon dioxide),2.2
788,Tunisia,2015,Emissions per capita (Kilograms of carbon dioxide),2.3
788,Tunisia,2019,Emissions per capita (Kilograms of carbon dioxide),2.2
788,Tunisia,2020,Emissions per capita (Kilograms of carbon dioxide),2.1
788,Tunisia,2021,Emissions per capita (Kilograms of carbon dioxide),2.2
792,Türkiye,1975,Emissions (thousand metric tons of carbon dioxide),"61,620"
792,Türkiye,1985,Emissions (thousand metric tons of carbon dioxide),"100,387"
792,Türkiye,2005,Emissions (thousand metric tons of carbon dioxide),"218,175"
